account_id,account_type,snapshot_date,employee_count,industry,intent_score,mql_count_90d,trial_started,trial_active_users,web_touchpoints_90d,sales_contacts_90d,probability,tier,track,needs_review,quality_flags,reason_codes,draft_outreach
ACC-01100,Prospect,2026-05-22,357,Software,30.7,3,0,0,9,0,0.07562761093968497,Warm,SDR_Outbound,False,,has been more active on the website than usual (9 visits in the last 90 days vs. a typical 2); is a larger company by headcount (357 employees vs. a typical 61); has had no sales contact yet in the last 90 days,
ACC-00461,Suspect,2025-11-27,173,Professional Services,,5,0,0,10,0,0.07560638561495713,Warm,SDR_Outbound,False,intent_score missing (model-imputed),has been more active on the website than usual (10 visits in the last 90 days vs. a typical 2); has had no sales contact yet in the last 90 days; is a larger company by headcount (173 employees vs. a typical 61),
ACC-01179,Suspect,2026-05-04,672,Manufacturing,51.6,2,0,0,0,0,0.0755838240105348,Warm,SDR_Outbound,False,,is a larger company by headcount (672 employees vs. a typical 61); has not visited the website recently; shows strong buying intent (score 52 vs. a typical 29),
ACC-00629,Prospect,2026-07-01,66,Retail,,2,0,0,9,0,0.07502559996471315,Warm,SDR_Outbound,False,intent_score missing (model-imputed),has been more active on the website than usual (9 visits in the last 90 days vs. a typical 2); has had no sales contact yet in the last 90 days; generated more marketing-qualified leads than typical (2 in 90 days vs. a typical 1),
ACC-01333,Suspect,2026-04-23,26,Manufacturing,,4,0,0,0,4,0.07499235535523835,Warm,SDR_Outbound,False,intent_score missing (model-imputed),has had more contact with sales than typical (4 touches in 90 days vs. a typical 1); has not visited the website recently; generated more marketing-qualified leads than typical (4 in 90 days vs. a typical 1),
ACC-01157,Suspect,2026-03-24,125,Financial Services,13.3,2,1,3,6,0,0.0742399253387425,Warm,SDR_Outbound,False,,has been more active on the website than usual (6 visits in the last 90 days vs. a typical 2); has had no sales contact yet in the last 90 days; shows below-average buying intent (score 13 vs. a typical 29),
ACC-01214,Former Customer,2026-03-22,57,Software,,0,0,0,2,5,0.07353761696611616,Warm,AM_WinBack,False,intent_score missing (model-imputed),has had more contact with sales than typical (5 touches in 90 days vs. a typical 1); has generated no marketing-qualified leads in the last 90 days; is a smaller company by headcount (57 employees vs. a typical 61),
ACC-00160,Suspect,2026-04-06,63,Professional Services,6.9,0,0,0,8,3,0.07323581038377505,Warm,SDR_Outbound,False,,has been more active on the website than usual (8 visits in the last 90 days vs. a typical 2); has had more contact with sales than typical (3 touches in 90 days vs. a typical 1); shows below-average buying intent (score 7 vs. a typical 29),
ACC-00700,Suspect,2026-03-21,5,Professional Services,,0,0,0,8,0,0.07297778957086674,Warm,SDR_Outbound,False,intent_score missing (model-imputed),has been more active on the website than usual (8 visits in the last 90 days vs. a typical 2); has had no sales contact yet in the last 90 days; is a smaller company by headcount (5 employees vs. a typical 61),
ACC-00492,Suspect,2026-08-01,559,Retail,,0,1,2,6,3,0.07238862700438783,Warm,SDR_Outbound,False,intent_score missing (model-imputed),is a larger company by headcount (559 employees vs. a typical 61); has been more active on the website than usual (6 visits in the last 90 days vs. a typical 2); has had more contact with sales than typical (3 touches in 90 days vs. a typical 1),
ACC-00431,Prospect,2026-05-20,25,Manufacturing,,1,0,0,6,6,0.07158461603440144,Warm,SDR_Outbound,False,intent_score missing (model-imputed),has had more contact with sales than typical (6 touches in 90 days vs. a typical 1); has been more active on the website than usual (6 visits in the last 90 days vs. a typical 2); is a smaller company by headcount (25 employees vs. a typical 61),
ACC-01416,Prospect,2026-01-24,111,Professional Services,30.5,2,0,0,7,4,0.07104518709883523,Warm,SDR_Outbound,False,,has had more contact with sales than typical (4 touches in 90 days vs. a typical 1); has been more active on the website than usual (7 visits in the last 90 days vs. a typical 2); is a larger company by headcount (111 employees vs. a typical 61),
ACC-00285,Suspect,2026-03-11,140,Professional Services,36.6,3,1,3,4,0,0.0706729493953822,Warm,SDR_Outbound,False,,has been more active on the website than usual (4 visits in the last 90 days vs. a typical 2); has had no sales contact yet in the last 90 days; is a larger company by headcount (140 employees vs. a typical 61),
ACC-00735,Prospect,2025-08-16,103,Financial Services,,4,0,0,1,6,0.07056994818026825,Warm,SDR_Outbound,False,intent_score missing (model-imputed),has had more contact with sales than typical (6 touches in 90 days vs. a typical 1); generated more marketing-qualified leads than typical (4 in 90 days vs. a typical 1); has been less active on the website than usual (1 visits in the last 90 days vs. a typical 2),
ACC-00581,Suspect,2026-03-17,25,Software,,0,0,0,5,5,0.07055151330668906,Warm,SDR_Outbound,False,intent_score missing (model-imputed),has had more contact with sales than typical (5 touches in 90 days vs. a typical 1); has been more active on the website than usual (5 visits in the last 90 days vs. a typical 2); is a smaller company by headcount (25 employees vs. a typical 61),
ACC-00398,Suspect,2026-03-25,96,Manufacturing,,1,1,3,4,0,0.07033695634946249,Warm,SDR_Outbound,False,intent_score missing (model-imputed),has been more active on the website than usual (4 visits in the last 90 days vs. a typical 2); has had no sales contact yet in the last 90 days; is a larger company by headcount (96 employees vs. a typical 61),
ACC-00041,Prospect,2026-03-31,122,Professional Services,12.1,0,1,1,3,3,0.07006174329264118,Warm,SDR_Outbound,False,,has had more contact with sales than typical (3 touches in 90 days vs. a typical 1); shows below-average buying intent (score 12 vs. a typical 29); is a larger company by headcount (122 employees vs. a typical 61),
ACC-00112,Prospect,2026-05-12,145,Financial Services,15.0,4,0,0,2,4,0.06979299013168544,Warm,SDR_Outbound,False,,has had more contact with sales than typical (4 touches in 90 days vs. a typical 1); is a larger company by headcount (145 employees vs. a typical 61); generated more marketing-qualified leads than typical (4 in 90 days vs. a typical 1),
ACC-01459,Suspect,2026-04-30,128,Software,40.7,4,0,0,2,7,0.06935069797198619,Warm,SDR_Outbound,False,,has had more contact with sales than typical (7 touches in 90 days vs. a typical 1); generated more marketing-qualified leads than typical (4 in 90 days vs. a typical 1); is a larger company by headcount (128 employees vs. a typical 61),
ACC-01151,Prospect,2026-06-01,44,Retail,8.0,1,1,2,0,0,0.06909317629678764,Warm,SDR_Outbound,False,,has not visited the website recently; has had no sales contact yet in the last 90 days; shows below-average buying intent (score 8 vs. a typical 29),
ACC-01177,Former Customer,2025-12-05,30,Retail,31.5,3,0,0,1,5,0.06870148587318814,Warm,AM_WinBack,False,,has had more contact with sales than typical (5 touches in 90 days vs. a typical 1); has been less active on the website than usual (1 visits in the last 90 days vs. a typical 2); generated more marketing-qualified leads than typical (3 in 90 days vs. a typical 1),
ACC-00552,Prospect,2026-05-11,25,Software,10.1,1,1,2,2,0,0.06781443943149847,Warm,SDR_Outbound,False,,has had no sales contact yet in the last 90 days; shows below-average buying intent (score 10 vs. a typical 29); is a smaller company by headcount (25 employees vs. a typical 61),
ACC-00479,Prospect,2026-04-23,126,Manufacturing,26.5,3,0,0,8,0,0.0663891527055778,Warm,SDR_Outbound,False,,has been more active on the website than usual (8 visits in the last 90 days vs. a typical 2); has had no sales contact yet in the last 90 days; is a larger company by headcount (126 employees vs. a typical 61),
ACC-00687,Prospect,2026-03-16,54,Manufacturing,,0,0,0,8,0,0.0663153776279458,Warm,SDR_Outbound,False,intent_score missing (model-imputed),has been more active on the website than usual (8 visits in the last 90 days vs. a typical 2); has had no sales contact yet in the last 90 days; has generated no marketing-qualified leads in the last 90 days,
ACC-00186,Suspect,2024-12-19,20,Manufacturing,24.6,2,0,0,7,4,0.06610790942333937,Warm,SDR_Outbound,True,stale snapshot (590d old),has had more contact with sales than typical (4 touches in 90 days vs. a typical 1); has been more active on the website than usual (7 visits in the last 90 days vs. a typical 2); is a smaller company by headcount (20 employees vs. a typical 61),
ACC-00086,Prospect,2026-04-14,26,Professional Services,17.9,0,1,3,4,0,0.06541165661116945,Warm,SDR_Outbound,False,,has been more active on the website than usual (4 visits in the last 90 days vs. a typical 2); has had no sales contact yet in the last 90 days; shows below-average buying intent (score 18 vs. a typical 29),
ACC-00438,Prospect,2024-10-31,22,Retail,4.3,3,0,0,1,0,0.06508885191105332,Warm,SDR_Outbound,True,stale snapshot (639d old),shows below-average buying intent (score 4 vs. a typical 29); has had no sales contact yet in the last 90 days; has been less active on the website than usual (1 visits in the last 90 days vs. a typical 2),
ACC-00264,Suspect,2026-06-17,46,Manufacturing,37.3,0,1,2,0,0,0.06427785553527147,Warm,SDR_Outbound,False,,has not visited the website recently; has had no sales contact yet in the last 90 days; shows strong buying intent (score 37 vs. a typical 29),
ACC-00806,Prospect,2026-03-24,82,Healthcare,26.0,0,0,0,3,4,0.06404574899000844,Warm,SDR_Outbound,False,,has had more contact with sales than typical (4 touches in 90 days vs. a typical 1); has been more active on the website than usual (3 visits in the last 90 days vs. a typical 2); has generated no marketing-qualified leads in the last 90 days,
ACC-00015,Prospect,2026-05-10,91,Software,,0,0,0,4,4,0.06404574899000844,Warm,SDR_Outbound,False,intent_score missing (model-imputed),has had more contact with sales than typical (4 touches in 90 days vs. a typical 1); has been more active on the website than usual (4 visits in the last 90 days vs. a typical 2); is a larger company by headcount (91 employees vs. a typical 61),
ACC-00934,Prospect,2025-10-09,20,Retail,11.2,2,0,0,7,2,0.0633673830547969,Warm,SDR_Outbound,False,,has been more active on the website than usual (7 visits in the last 90 days vs. a typical 2); has had more contact with sales than typical (2 touches in 90 days vs. a typical 1); shows below-average buying intent (score 11 vs. a typical 29),
ACC-01091,Prospect,2025-05-01,38,Professional Services,19.5,0,1,1,0,0,0.06296333076285823,Warm,SDR_Outbound,True,stale snapshot (457d old),has not visited the website recently; has had no sales contact yet in the last 90 days; shows below-average buying intent (score 20 vs. a typical 29),
ACC-00558,Prospect,2026-04-11,123,Software,40.6,0,1,2,4,2,0.06256893131831724,Warm,SDR_Outbound,False,,has been more active on the website than usual (4 visits in the last 90 days vs. a typical 2); has had more contact with sales than typical (2 touches in 90 days vs. a typical 1); is a larger company by headcount (123 employees vs. a typical 61),
ACC-00191,Prospect,2026-06-22,33,Professional Services,55.4,2,0,0,1,1,0.06253597141630658,Warm,SDR_Outbound,False,,shows strong buying intent (score 55 vs. a typical 29); has been less active on the website than usual (1 visits in the last 90 days vs. a typical 2); is a smaller company by headcount (33 employees vs. a typical 61),
ACC-00908,Suspect,2025-02-22,143,Financial Services,14.4,2,1,0,0,1,0.06250432815985645,Warm,SDR_Outbound,True,stale snapshot (525d old),has not visited the website recently; is a larger company by headcount (143 employees vs. a typical 61); shows below-average buying intent (score 14 vs. a typical 29),
ACC-00315,Suspect,2026-05-18,6,Retail,,0,0,0,4,4,0.062491824676382424,Warm,SDR_Outbound,False,intent_score missing (model-imputed),has had more contact with sales than typical (4 touches in 90 days vs. a typical 1); has been more active on the website than usual (4 visits in the last 90 days vs. a typical 2); is a smaller company by headcount (6 employees vs. a typical 61),
ACC-00883,Prospect,2026-07-25,56,Financial Services,,4,0,0,6,6,0.06231185223008794,Warm,SDR_Outbound,False,intent_score missing (model-imputed),has had more contact with sales than typical (6 touches in 90 days vs. a typical 1); has been more active on the website than usual (6 visits in the last 90 days vs. a typical 2); generated more marketing-qualified leads than typical (4 in 90 days vs. a typical 1),
ACC-01020,Suspect,2026-05-07,138,Manufacturing,17.2,1,1,0,2,0,0.06191247621078546,Warm,SDR_Outbound,False,,has had no sales contact yet in the last 90 days; is a larger company by headcount (138 employees vs. a typical 61); shows below-average buying intent (score 17 vs. a typical 29),
ACC-01352,Former Customer,2026-04-27,115,Financial Services,,3,1,0,0,3,0.06079311905488056,Cold,AM_WinBack,False,intent_score missing (model-imputed),has had more contact with sales than typical (3 touches in 90 days vs. a typical 1); has not visited the website recently; is a larger company by headcount (115 employees vs. a typical 61),
ACC-01269,Suspect,2024-12-11,36,Manufacturing,15.2,1,1,0,4,0,0.06040697035214475,Cold,SDR_Outbound,True,stale snapshot (598d old),has been more active on the website than usual (4 visits in the last 90 days vs. a typical 2); has had no sales contact yet in the last 90 days; shows below-average buying intent (score 15 vs. a typical 29),
ACC-00564,Prospect,2026-04-19,7,Professional Services,,1,1,4,0,0,0.060387990113290727,Cold,SDR_Outbound,False,intent_score missing (model-imputed),has not visited the website recently; has had no sales contact yet in the last 90 days; is a smaller company by headcount (7 employees vs. a typical 61),
ACC-00392,Prospect,2026-02-11,35,Retail,47.8,1,0,0,6,0,0.06009750825384082,Cold,SDR_Outbound,False,,has been more active on the website than usual (6 visits in the last 90 days vs. a typical 2); has had no sales contact yet in the last 90 days; shows strong buying intent (score 48 vs. a typical 29),
ACC-00682,Former Customer,2025-07-14,106,Healthcare,31.2,4,0,0,2,4,0.05936432942600208,Cold,AM_WinBack,True,stale snapshot (383d old),has had more contact with sales than typical (4 touches in 90 days vs. a typical 1); generated more marketing-qualified leads than typical (4 in 90 days vs. a typical 1); is a larger company by headcount (106 employees vs. a typical 61),
ACC-00483,Prospect,2026-06-30,50,Professional Services,14.8,3,1,0,0,0,0.058934825969988947,Cold,SDR_Outbound,False,,has not visited the website recently; has had no sales contact yet in the last 90 days; shows below-average buying intent (score 15 vs. a typical 29),
ACC-00776,Suspect,2026-04-05,1909,Financial Services,31.1,2,0,0,0,0,0.05839778385725003,Cold,SDR_Outbound,False,,is a larger company by headcount (1909 employees vs. a typical 61); has not visited the website recently; has had no sales contact yet in the last 90 days,
ACC-01033,Suspect,2026-04-14,202,Healthcare,1.7,0,0,0,0,1,0.05818866319005222,Cold,SDR_Outbound,False,,is a larger company by headcount (202 employees vs. a typical 61); shows below-average buying intent (score 2 vs. a typical 29); has not visited the website recently,
ACC-00268,Former Customer,2026-06-29,97,Retail,40.6,3,0,0,5,0,0.05780248533593858,Cold,AM_WinBack,False,,has been more active on the website than usual (5 visits in the last 90 days vs. a typical 2); has had no sales contact yet in the last 90 days; shows strong buying intent (score 41 vs. a typical 29),
ACC-00067,Prospect,2026-01-30,161,Retail,7.2,1,0,0,0,3,0.0575535356773308,Cold,SDR_Outbound,False,,has had more contact with sales than typical (3 touches in 90 days vs. a typical 1); has not visited the website recently; shows below-average buying intent (score 7 vs. a typical 29),
ACC-00070,Prospect,2026-03-30,130,Software,7.1,3,0,0,0,0,0.05754847747439209,Cold,SDR_Outbound,False,,has not visited the website recently; has had no sales contact yet in the last 90 days; shows below-average buying intent (score 7 vs. a typical 29),
ACC-01135,Prospect,2026-01-21,195,Retail,47.7,0,0,0,0,2,0.05750024955761577,Cold,SDR_Outbound,False,,is a larger company by headcount (195 employees vs. a typical 61); has not visited the website recently; has had more contact with sales than typical (2 touches in 90 days vs. a typical 1),
ACC-00498,Prospect,2025-11-11,44,Financial Services,25.7,1,1,3,1,0,0.057175315707558697,Cold,SDR_Outbound,False,,has had no sales contact yet in the last 90 days; has been less active on the website than usual (1 visits in the last 90 days vs. a typical 2); is a smaller company by headcount (44 employees vs. a typical 61),
ACC-01227,Suspect,2026-02-05,163,Retail,27.4,1,1,0,3,1,0.056955287729839765,Cold,SDR_Outbound,False,,is a larger company by headcount (163 employees vs. a typical 61); has been more active on the website than usual (3 visits in the last 90 days vs. a typical 2); shows below-average buying intent (score 27 vs. a typical 29),
ACC-00284,Suspect,2026-05-29,39,Manufacturing,,4,1,0,0,1,0.05691834169751893,Cold,SDR_Outbound,False,intent_score missing (model-imputed),has not visited the website recently; generated more marketing-qualified leads than typical (4 in 90 days vs. a typical 1); is a smaller company by headcount (39 employees vs. a typical 61),
ACC-00433,Former Customer,2025-03-04,291,Manufacturing,35.8,4,1,1,5,0,0.05675056282920454,Cold,AM_WinBack,True,stale snapshot (515d old),is a larger company by headcount (291 employees vs. a typical 61); has been more active on the website than usual (5 visits in the last 90 days vs. a typical 2); has had no sales contact yet in the last 90 days,
ACC-00011,Suspect,2026-03-06,17,Manufacturing,,0,1,0,7,0,0.05665453010380998,Cold,SDR_Outbound,False,intent_score missing (model-imputed),has been more active on the website than usual (7 visits in the last 90 days vs. a typical 2); has had no sales contact yet in the last 90 days; is a smaller company by headcount (17 employees vs. a typical 61),
ACC-01229,Prospect,2026-05-10,114,Software,12.0,1,0,0,5,0,0.0564704421190701,Cold,SDR_Outbound,False,,has been more active on the website than usual (5 visits in the last 90 days vs. a typical 2); has had no sales contact yet in the last 90 days; shows below-average buying intent (score 12 vs. a typical 29),
ACC-00789,Suspect,2025-09-30,91,Professional Services,53.3,1,0,0,0,0,0.05637843055562307,Cold,SDR_Outbound,False,,shows strong buying intent (score 53 vs. a typical 29); has not visited the website recently; has had no sales contact yet in the last 90 days,
ACC-00833,Prospect,2026-05-26,295,Software,49.6,2,0,0,0,2,0.05615516210210596,Cold,SDR_Outbound,False,,is a larger company by headcount (295 employees vs. a typical 61); has not visited the website recently; has had more contact with sales than typical (2 touches in 90 days vs. a typical 1),
ACC-00359,Former Customer,2026-04-29,41,Financial Services,7.5,3,0,0,0,0,0.05614273861928683,Cold,AM_WinBack,False,,has not visited the website recently; has had no sales contact yet in the last 90 days; shows below-average buying intent (score 8 vs. a typical 29),
ACC-01337,Prospect,2026-03-24,28,Software,15.2,3,1,1,2,0,0.055794870024035784,Cold,SDR_Outbound,False,,has had no sales contact yet in the last 90 days; shows below-average buying intent (score 15 vs. a typical 29); generated more marketing-qualified leads than typical (3 in 90 days vs. a typical 1),
ACC-01340,Prospect,2026-03-07,460,Manufacturing,22.6,1,0,0,2,3,0.05568157707842572,Cold,SDR_Outbound,False,,is a larger company by headcount (460 employees vs. a typical 61); has had more contact with sales than typical (3 touches in 90 days vs. a typical 1); shows below-average buying intent (score 23 vs. a typical 29),
ACC-00870,Suspect,2026-03-27,61,Software,31.7,4,0,0,3,4,0.05552714020210112,Cold,SDR_Outbound,False,,has had more contact with sales than typical (4 touches in 90 days vs. a typical 1); generated more marketing-qualified leads than typical (4 in 90 days vs. a typical 1); has been more active on the website than usual (3 visits in the last 90 days vs. a typical 2),
ACC-00550,Suspect,2026-04-29,22,Professional Services,7.5,5,0,0,2,1,0.055462798655196405,Cold,SDR_Outbound,False,,shows below-average buying intent (score 8 vs. a typical 29); generated more marketing-qualified leads than typical (5 in 90 days vs. a typical 1); is a smaller company by headcount (22 employees vs. a typical 61),
ACC-00531,Prospect,2026-05-04,496,Software,,0,1,2,0,0,0.05536399783101281,Cold,SDR_Outbound,False,intent_score missing (model-imputed),is a larger company by headcount (496 employees vs. a typical 61); has not visited the website recently; has had no sales contact yet in the last 90 days,
ACC-00418,Suspect,2026-02-02,147,Financial Services,,1,1,0,0,1,0.05528765249595287,Cold,SDR_Outbound,False,intent_score missing (model-imputed),has not visited the website recently; is a larger company by headcount (147 employees vs. a typical 61); has had less contact with sales than typical (1 touches in 90 days vs. a typical 1),
ACC-00208,Prospect,2025-07-13,20,Healthcare,,0,1,0,3,1,0.054188462657601535,Cold,SDR_Outbound,True,stale snapshot (384d old); intent_score missing (model-imputed),has been more active on the website than usual (3 visits in the last 90 days vs. a typical 2); is a smaller company by headcount (20 employees vs. a typical 61); has generated no marketing-qualified leads in the last 90 days,
ACC-01290,Suspect,2026-04-12,467,Professional Services,38.1,0,0,0,7,0,0.054122112913932555,Cold,SDR_Outbound,False,,is a larger company by headcount (467 employees vs. a typical 61); has been more active on the website than usual (7 visits in the last 90 days vs. a typical 2); has had no sales contact yet in the last 90 days,
ACC-00299,Suspect,2025-09-06,617,Software,,2,0,0,0,0,0.05402246211682925,Cold,SDR_Outbound,False,intent_score missing (model-imputed),is a larger company by headcount (617 employees vs. a typical 61); has not visited the website recently; has had no sales contact yet in the last 90 days,
ACC-01434,Suspect,2026-01-15,700,Financial Services,25.0,2,0,0,0,0,0.05402246211682925,Cold,SDR_Outbound,False,,is a larger company by headcount (700 employees vs. a typical 61); has not visited the website recently; has had no sales contact yet in the last 90 days,
ACC-01377,Prospect,2026-04-08,800,Software,,0,0,0,3,0,0.05300676339230777,Cold,SDR_Outbound,False,intent_score missing (model-imputed),is a larger company by headcount (800 employees vs. a typical 61); has had no sales contact yet in the last 90 days; has been more active on the website than usual (3 visits in the last 90 days vs. a typical 2),
ACC-01026,Prospect,2026-05-28,6,Professional Services,,4,0,0,5,4,0.05250022646630769,Cold,SDR_Outbound,False,intent_score missing (model-imputed),has had more contact with sales than typical (4 touches in 90 days vs. a typical 1); has been more active on the website than usual (5 visits in the last 90 days vs. a typical 2); generated more marketing-qualified leads than typical (4 in 90 days vs. a typical 1),
ACC-00366,Suspect,2026-02-13,31,Professional Services,11.7,2,0,0,5,0,0.05245428813947127,Cold,SDR_Outbound,False,,has been more active on the website than usual (5 visits in the last 90 days vs. a typical 2); has had no sales contact yet in the last 90 days; shows below-average buying intent (score 12 vs. a typical 29),
ACC-01293,Suspect,2025-12-20,95,Retail,22.0,0,0,0,0,2,0.05204090366953759,Cold,SDR_Outbound,False,,has not visited the website recently; has had more contact with sales than typical (2 touches in 90 days vs. a typical 1); shows below-average buying intent (score 22 vs. a typical 29),
ACC-01038,Prospect,2025-11-01,31,Professional Services,19.5,0,0,0,7,1,0.051480062756581235,Cold,SDR_Outbound,False,,has been more active on the website than usual (7 visits in the last 90 days vs. a typical 2); shows below-average buying intent (score 20 vs. a typical 29); is a smaller company by headcount (31 employees vs. a typical 61),
ACC-00109,Suspect,2024-11-21,112,Manufacturing,21.9,1,0,0,0,1,0.05128539230810938,Cold,SDR_Outbound,True,stale snapshot (618d old),has not visited the website recently; is a larger company by headcount (112 employees vs. a typical 61); shows below-average buying intent (score 22 vs. a typical 29),
ACC-01442,Prospect,2026-06-26,26,Healthcare,30.5,1,0,0,7,2,0.05097705590606378,Cold,SDR_Outbound,False,,has been more active on the website than usual (7 visits in the last 90 days vs. a typical 2); has had more contact with sales than typical (2 touches in 90 days vs. a typical 1); is a smaller company by headcount (26 employees vs. a typical 61),
ACC-00778,Prospect,2024-09-25,63,Software,9.5,0,0,0,0,2,0.050896603887925856,Cold,SDR_Outbound,True,stale snapshot (675d old),has not visited the website recently; has had more contact with sales than typical (2 touches in 90 days vs. a typical 1); shows below-average buying intent (score 10 vs. a typical 29),
ACC-00369,Prospect,2025-05-04,40,Healthcare,20.3,0,0,0,0,2,0.050762452256607256,Cold,SDR_Outbound,True,stale snapshot (454d old),has not visited the website recently; has had more contact with sales than typical (2 touches in 90 days vs. a typical 1); shows below-average buying intent (score 20 vs. a typical 29),
ACC-00049,Prospect,2026-04-22,105,Financial Services,12.1,0,0,0,0,0,0.05066287025632632,Cold,SDR_Outbound,False,,has not visited the website recently; has had no sales contact yet in the last 90 days; shows below-average buying intent (score 12 vs. a typical 29),
ACC-00980,Suspect,2026-03-16,287,Retail,20.3,0,0,0,0,2,0.05053377622921996,Cold,SDR_Outbound,False,,is a larger company by headcount (287 employees vs. a typical 61); has not visited the website recently; has had more contact with sales than typical (2 touches in 90 days vs. a typical 1),
ACC-01201,Prospect,2026-04-13,53,Healthcare,,0,1,0,1,0,0.05049885106280486,Cold,SDR_Outbound,False,intent_score missing (model-imputed),has had no sales contact yet in the last 90 days; has been less active on the website than usual (1 visits in the last 90 days vs. a typical 2); has generated no marketing-qualified leads in the last 90 days,
ACC-00150,Prospect,2026-04-16,51,Financial Services,16.4,6,0,0,0,2,0.050213089907480135,Cold,SDR_Outbound,False,,generated more marketing-qualified leads than typical (6 in 90 days vs. a typical 1); has not visited the website recently; has had more contact with sales than typical (2 touches in 90 days vs. a typical 1),
ACC-00272,Prospect,2025-01-23,73,Financial Services,44.2,0,0,0,6,3,0.05019108787490342,Cold,SDR_Outbound,True,stale snapshot (555d old),has been more active on the website than usual (6 visits in the last 90 days vs. a typical 2); has had more contact with sales than typical (3 touches in 90 days vs. a typical 1); shows strong buying intent (score 44 vs. a typical 29),
ACC-00144,Prospect,2025-10-13,29,Financial Services,19.5,1,0,0,6,0,0.050096025152385815,Cold,SDR_Outbound,False,,has been more active on the website than usual (6 visits in the last 90 days vs. a typical 2); has had no sales contact yet in the last 90 days; shows below-average buying intent (score 20 vs. a typical 29),
ACC-01212,Prospect,2026-05-07,27,Software,8.1,0,0,0,1,2,0.049936573321390496,Cold,SDR_Outbound,False,,has had more contact with sales than typical (2 touches in 90 days vs. a typical 1); shows below-average buying intent (score 8 vs. a typical 29); has been less active on the website than usual (1 visits in the last 90 days vs. a typical 2),
ACC-01192,Prospect,2026-04-03,112,Software,18.8,3,0,0,3,0,0.04957583762372842,Cold,SDR_Outbound,False,,has had no sales contact yet in the last 90 days; has been more active on the website than usual (3 visits in the last 90 days vs. a typical 2); shows below-average buying intent (score 19 vs. a typical 29),
ACC-00808,Prospect,2025-09-18,26,Retail,28.8,1,0,0,7,0,0.04949474169780407,Cold,SDR_Outbound,False,,has been more active on the website than usual (7 visits in the last 90 days vs. a typical 2); has had no sales contact yet in the last 90 days; is a smaller company by headcount (26 employees vs. a typical 61),
ACC-00423,Former Customer,2026-04-28,16,Financial Services,11.0,0,0,0,0,0,0.04941650725461197,Cold,AM_WinBack,False,,has not visited the website recently; has had no sales contact yet in the last 90 days; shows below-average buying intent (score 11 vs. a typical 29),
ACC-00275,Suspect,2026-04-05,80,Healthcare,46.3,0,0,0,0,1,0.049379659842334306,Cold,SDR_Outbound,False,,has not visited the website recently; shows strong buying intent (score 46 vs. a typical 29); has generated no marketing-qualified leads in the last 90 days,
ACC-00960,Suspect,2026-05-04,49,Healthcare,20.5,0,0,0,0,0,0.04928605422917332,Cold,SDR_Outbound,False,,has not visited the website recently; has had no sales contact yet in the last 90 days; shows below-average buying intent (score 20 vs. a typical 29),
ACC-00295,Prospect,2026-04-21,95,Manufacturing,37.2,2,0,0,1,0,0.049173324573055385,Cold,SDR_Outbound,False,,has had no sales contact yet in the last 90 days; has been less active on the website than usual (1 visits in the last 90 days vs. a typical 2); shows strong buying intent (score 37 vs. a typical 29),
ACC-01266,Suspect,2026-06-14,111,Manufacturing,38.9,2,0,0,5,1,0.049173324573055385,Cold,SDR_Outbound,False,,has been more active on the website than usual (5 visits in the last 90 days vs. a typical 2); shows strong buying intent (score 39 vs. a typical 29); is a larger company by headcount (111 employees vs. a typical 61),
ACC-00362,Suspect,2026-05-18,97,Financial Services,15.9,0,0,0,0,3,0.0486749335358182,Cold,SDR_Outbound,False,,has had more contact with sales than typical (3 touches in 90 days vs. a typical 1); has not visited the website recently; shows below-average buying intent (score 16 vs. a typical 29),
ACC-00116,Prospect,2024-10-23,100,Healthcare,42.5,0,0,0,2,3,0.048446781882751117,Cold,SDR_Outbound,True,stale snapshot (647d old),has had more contact with sales than typical (3 touches in 90 days vs. a typical 1); shows strong buying intent (score 42 vs. a typical 29); is a larger company by headcount (100 employees vs. a typical 61),
ACC-00289,Prospect,2025-06-20,50,Healthcare,19.4,0,0,0,5,0,0.048354854709791256,Cold,SDR_Outbound,True,stale snapshot (407d old),has been more active on the website than usual (5 visits in the last 90 days vs. a typical 2); has had no sales contact yet in the last 90 days; shows below-average buying intent (score 19 vs. a typical 29),
ACC-00722,Suspect,2025-04-19,105,Manufacturing,27.5,2,0,0,0,2,0.04834438472346346,Cold,SDR_Outbound,True,stale snapshot (469d old),has not visited the website recently; has had more contact with sales than typical (2 touches in 90 days vs. a typical 1); is a larger company by headcount (105 employees vs. a typical 61),
ACC-00587,Former Customer,2026-03-22,81,Healthcare,30.1,2,0,0,0,0,0.0482502835319303,Cold,AM_WinBack,False,,has not visited the website recently; has had no sales contact yet in the last 90 days; generated more marketing-qualified leads than typical (2 in 90 days vs. a typical 1),
ACC-01257,Suspect,2025-06-06,19,Financial Services,37.6,0,0,0,0,0,0.04816326366723395,Cold,SDR_Outbound,True,stale snapshot (421d old),has not visited the website recently; has had no sales contact yet in the last 90 days; shows strong buying intent (score 38 vs. a typical 29),
ACC-00471,Prospect,2026-04-26,36,Financial Services,37.9,0,0,0,0,3,0.04816326366723395,Cold,SDR_Outbound,False,,has had more contact with sales than typical (3 touches in 90 days vs. a typical 1); has not visited the website recently; shows strong buying intent (score 38 vs. a typical 29),
